,Potential_Customer,Cust_Last_Purchase,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,total_pur_3years,total_pur_5years,total_ad_res_1year,total_ad_res_3years,total_ad_res_5years
1820,1,20.0,24,24,N,0,74.0,M,U,30017.0,2,2,13,27,24
1821,1,10.0,24,124,A,1,74.0,F,U,30017.0,4,29,14,41,96
1822,0,10.0,17,51,A,1,63.0,F,U,30841.0,7,15,19,50,62
1823,0,10.0,19,97,A,1,71.0,M,H,58533.0,4,24,19,45,90
1824,1,10.0,17,40,S,1,50.0,F,U,58533.0,12,15,19,50,53
1825,1,16.0,22,45,A,1,50.0,M,H,46324.0,6,9,12,39,48
1826,0,14.0,18,124,A,0,71.0,F,U,46324.0,2,23,32,52,126
1827,0,14.0,17,44,A,0,45.0,M,H,37760.0,2,5,19,47,53
1828,0,14.0,18,31,A,0,70.0,F,U,31742.0,4,4,18,38,35
1829,0,14.0,16,105,A,0,70.0,M,U,31742.0,1,14,17,35,92
1830,1,14.0,17,76,A,0,70.0,F,U,37038.0,6,14,15,39,66
1831,0,9.0,4,99,S,1,75.0,M,U,37038.0,11,35,20,53,104
1832,1,9.0,17,113,S,1,50.0,F,U,28268.0,10,23,20,53,99
1833,0,15.0,21,56,A,0,64.0,M,H,28268.0,2,10,19,43,63
1834,1,15.0,18,68,A,0,17.0,F,H,28268.0,3,8,16,41,59
1835,1,5.0,21,127,S,1,52.0,M,U,39632.0,10,63,19,50,119
1836,1,15.0,15,123,A,1,46.0,F,U,39632.0,4,41,18,49,107
1837,1,20.0,25,53,A,0,46.0,M,H,39632.0,3,8,19,50,64
1838,1,20.0,24,24,N,0,69.0,F,H,38292.0,2,2,11,25,22
1839,0,5.0,18,45,A,0,69.0,M,U,37232.0,4,6,20,44,51
1840,0,5.0,27,33,A,0,57.0,M,U,58063.0,3,3,13,36,33
1841,1,5.0,15,40,A,0,39.0,F,H,109713.0,5,8,16,42,43
1842,0,5.0,17,128,S,1,82.0,F,U,51634.0,4,34,17,40,104
1843,1,5.0,16,128,S,1,82.0,F,U,51634.0,7,42,9,31,87
1844,1,15.0,15,119,S,1,60.0,F,H,51634.0,8,25,20,49,95
1845,1,10.0,24,126,A,1,55.0,F,H,43750.0,6,26,15,46,100
1846,1,5.0,18,45,A,1,50.0,M,H,37788.0,9,16,18,51,57
1847,0,20.0,16,16,F,0,35.0,M,H,46240.0,2,2,17,24,20
1848,0,20.0,19,53,S,1,51.0,M,H,35625.0,13,17,20,47,52
1849,0,20.0,18,37,S,1,51.0,F,U,36683.0,11,13,19,45,45
1850,0,20.0,16,16,F,0,51.0,M,H,40156.0,2,2,15,22,18
1851,1,20.0,15,121,A,1,70.0,F,U,37031.0,5,25,20,48,103
1852,0,0.0,18,23,N,0,69.0,M,U,37031.0,3,4,18,34,30
1853,0,0.0,7,90,A,0,69.0,F,U,41639.0,0,13,29,29,101
1854,1,15.0,13,57,A,0,58.0,M,H,41639.0,4,12,30,63,81
1855,0,8.0,17,126,S,1,78.0,F,U,49810.0,7,40,17,46,103
1856,0,8.0,17,116,S,1,68.0,F,H,49810.0,3,21,19,47,102
1857,1,8.0,18,129,S,1,59.0,M,U,49810.0,9,57,19,52,121
1858,0,4.0,15,56,A,0,71.0,M,U,49810.0,3,6,21,47,63
1859,1,4.0,18,93,S,1,71.0,F,H,16564.0,11,26,18,43,80
1860,0,15.0,17,17,F,0,26.0,F,U,45928.0,2,2,14,21,18
1861,0,15.0,16,44,A,1,61.0,M,H,47412.0,10,15,18,50,57
1862,0,15.0,17,31,A,1,63.0,M,H,26021.0,8,10,18,40,37
1863,0,15.0,15,65,L,0,53.0,M,H,27204.0,3,10,17,46,70
1864,0,15.0,16,29,A,1,63.0,F,H,39233.0,9,10,18,36,34
1865,0,15.0,23,29,A,0,45.0,F,H,41069.0,4,4,14,33,32
1866,0,15.0,16,16,F,0,66.0,F,H,41069.0,1,1,17,22,20
1867,1,15.0,18,40,A,1,76.0,M,H,28542.0,5,8,17,42,40
1868,1,20.0,19,52,A,0,51.0,M,U,28542.0,1,8,19,38,60
1869,1,10.0,19,44,A,1,51.0,F,H,41886.0,12,16,18,45,50
1870,0,13.0,18,30,A,1,39.0,M,H,41886.0,5,5,18,38,32
1871,0,13.0,6,53,A,0,47.0,M,U,43588.0,0,14,37,37,79
1872,0,13.0,18,69,A,1,69.0,M,U,43588.0,1,11,21,37,70
1873,0,13.0,19,119,A,0,61.0,F,U,43211.0,2,14,21,37,80
1874,1,13.0,19,80,A,1,32.0,M,H,60483.0,4,19,18,49,86
1875,0,8.0,16,68,A,0,52.0,M,H,60483.0,4,10,20,47,73
1876,1,8.0,7,92,S,1,77.0,F,H,60483.0,10,50,17,49,96
1877,1,10.0,16,77,S,1,77.0,F,U,60483.0,3,15,10,31,69
1878,0,20.0,18,81,A,0,75.0,M,H,75367.0,6,16,21,53,87
1879,1,20.0,20,57,A,1,46.0,F,H,75367.0,3,11,19,48,66
1880,1,15.0,17,45,A,0,30.0,M,H,75367.0,3,9,20,52,56
1881,0,5.0,18,122,A,0,44.0,F,U,55792.0,3,17,19,50,104
1882,1,5.0,15,130,A,1,31.0,F,U,55792.0,9,24,20,41,89
1883,0,24.0,18,125,A,1,31.0,F,H,47310.0,2,30,10,36,91
1884,1,24.0,16,80,A,0,31.0,F,U,47310.0,3,11,20,49,78
1885,1,12.0,15,41,S,1,71.0,M,H,65232.0,15,19,16,45,48
1886,0,10.0,17,17,F,0,51.0,M,H,68159.0,2,2,14,21,18
1887,0,10.0,15,32,S,1,41.0,M,U,88241.0,8,8,20,47,43
1888,0,10.0,26,130,A,1,66.0,F,U,88241.0,2,24,13,39,92
1889,0,10.0,16,91,S,1,66.0,M,U,88241.0,5,22,19,48,83
1890,0,10.0,17,64,S,1,41.0,M,H,60845.0,9,18,20,50,78
1891,1,10.0,24,128,S,1,68.0,F,U,60845.0,3,45,18,49,120
1892,1,5.0,17,128,S,1,68.0,F,H,27089.0,19,68,15,47,119
1893,0,29.0,18,75,S,1,57.0,M,H,27089.0,4,20,12,38,65
1894,1,29.0,20,76,A,1,50.0,M,H,58413.0,3,13,19,48,78
1895,1,25.0,15,53,A,1,77.0,M,H,35412.0,8,13,20,53,65
1896,0,36.0,18,44,A,0,44.0,F,U,35412.0,3,6,19,52,59
1897,1,36.0,16,52,S,1,44.0,M,H,46974.0,5,11,21,54,70
1898,1,15.0,18,33,A,0,51.0,M,H,46974.0,5,5,19,45,40
1899,1,20.0,25,126,A,1,76.0,M,H,43423.0,0,20,17,17,101
1900,1,26.0,26,63,A,0,61.0,F,U,42819.0,2,12,15,37,73
1901,1,10.0,10,120,A,1,42.0,F,U,42819.0,4,47,32,59,122
1902,1,20.0,18,41,A,0,42.0,F,U,45560.0,3,6,18,45,45
1903,0,6.0,20,33,A,0,47.0,F,H,30032.0,4,4,19,42,39
1904,0,6.0,18,90,A,1,62.0,F,U,30032.0,3,33,17,45,87
1905,0,6.0,26,33,A,0,62.0,F,U,30032.0,3,4,13,39,40
1906,0,6.0,16,16,F,0,62.0,F,U,43017.0,1,1,17,22,20
1907,0,6.0,15,123,S,1,42.0,M,H,35966.0,3,30,19,37,103
1908,0,6.0,15,129,A,1,69.0,M,U,21558.0,4,16,15,33,82
1909,1,6.0,16,105,S,1,69.0,M,H,60598.0,10,30,18,47,98
1910,1,7.0,16,75,A,0,31.0,F,U,39333.0,8,13,19,44,61
1911,0,5.0,15,130,E,1,22.0,F,H,40931.0,2,40,13,30,106
1912,1,5.0,17,67,S,1,57.0,F,U,40931.0,13,22,18,44,67
1913,1,21.0,21,21,N,0,55.0,M,H,90240.0,2,2,11,21,18
1914,1,10.0,26,65,A,0,35.0,F,H,72882.0,1,7,14,33,58
1915,0,10.0,16,16,F,0,27.0,F,H,72882.0,1,1,15,20,18
1916,0,10.0,21,21,N,0,58.0,F,U,66828.0,2,2,11,21,18
1917,1,10.0,24,115,A,1,71.0,F,H,45176.0,1,12,13,28,78
1918,1,5.0,4,65,A,1,74.0,M,U,45176.0,8,24,22,45,67
1919,1,19.0,17,44,E,1,74.0,M,U,45176.0,7,13,7,19,26
1920,0,25.0,15,41,E,0,74.0,M,U,45176.0,6,11,9,21,24
1921,0,25.0,18,87,A,1,74.0,F,H,51052.0,3,26,19,45,86
1922,1,25.0,23,77,A,0,62.0,M,H,51052.0,3,10,19,50,81
1923,1,5.0,17,122,S,1,24.0,M,U,23500.0,9,35,19,48,108
1924,0,20.0,18,32,A,0,24.0,F,U,23500.0,6,8,19,45,41
1925,1,20.0,23,92,A,0,24.0,M,H,63009.0,6,16,19,52,90
1926,0,5.0,16,44,A,1,83.0,M,U,63009.0,8,12,18,50,60
1927,0,5.0,21,67,S,1,83.0,F,U,44888.0,9,27,20,52,79
1928,1,5.0,20,88,S,1,58.0,F,U,44888.0,11,37,17,46,86
1929,0,16.0,15,20,N,0,58.0,M,H,48085.0,2,3,17,23,23
1930,1,16.0,18,87,A,1,58.0,F,U,42047.0,1,13,15,32,77
1931,1,10.0,23,32,A,0,62.0,M,U,42047.0,6,6,18,38,35
1932,1,10.0,19,93,S,1,62.0,F,U,36735.0,9,23,19,48,82
1933,1,11.0,18,86,S,1,74.0,F,U,36735.0,6,19,12,38,68
1934,1,12.0,16,130,S,1,71.0,M,U,40054.0,7,29,13,29,75
1935,1,10.0,17,126,A,1,70.0,F,H,40054.0,7,28,21,52,103
1936,0,5.0,16,80,A,0,70.0,M,H,40054.0,6,15,22,55,84
1937,0,5.0,16,28,A,0,45.0,F,H,40054.0,4,4,17,36,33
1938,0,5.0,19,33,A,0,74.0,M,H,40054.0,3,5,25,51,66
1939,0,5.0,18,130,A,1,47.0,F,H,44658.0,4,35,17,46,111
1940,0,5.0,16,76,A,1,76.0,F,H,44658.0,4,16,19,52,80
1941,1,5.0,16,68,S,1,51.0,M,H,43494.0,12,25,19,51,75
1942,0,10.0,24,24,N,0,45.0,F,U,32989.0,2,2,10,24,21
1943,0,10.0,15,40,A,0,47.0,M,H,24102.0,2,5,16,34,40
1944,0,10.0,16,103,A,1,77.0,F,U,18750.0,1,20,17,35,92
1945,1,10.0,25,95,A,1,51.0,F,U,22654.0,3,13,17,48,87
1946,0,4.0,27,81,A,0,51.0,M,H,24084.0,3,8,13,38,65
1947,1,4.0,16,123,S,1,53.0,F,H,29167.0,14,36,18,50,97
1948,1,7.0,17,111,S,1,56.0,F,U,22720.0,9,40,11,34,92
1949,1,5.0,15,126,S,1,56.0,F,U,36364.0,12,56,8,33,104
1950,1,5.0,18,130,S,1,56.0,M,U,36364.0,4,35,16,35,101
1951,0,6.0,16,125,S,1,77.0,M,U,36364.0,8,30,17,42,94
1952,0,6.0,15,105,S,1,53.0,F,U,36364.0,8,20,20,47,84
1953,1,6.0,18,32,A,0,53.0,M,U,28100.0,9,9,11,34,31
1954,0,15.0,23,124,A,1,84.0,F,U,21620.0,3,21,18,49,100
1955,0,15.0,18,105,S,1,79.0,F,H,37165.0,7,36,19,47,93
1956,1,15.0,17,45,A,1,31.0,F,H,33697.0,11,17,34,67,74
1957,0,4.0,26,127,A,1,65.0,M,H,44415.0,3,19,15,46,98
1958,1,4.0,16,67,A,0,65.0,F,H,44415.0,13,22,19,51,71
1959,0,9.0,23,53,S,1,85.0,F,U,32643.0,6,14,21,54,65
1960,0,9.0,18,92,A,1,35.0,M,U,40104.0,1,20,16,31,81
1961,1,9.0,18,78,A,1,69.0,M,U,36787.0,9,12,20,47,71
1962,1,10.0,15,102,A,1,79.0,F,H,41062.0,6,17,28,59,114
1963,1,5.0,9,112,S,1,65.0,M,H,41062.0,4,23,24,51,101
1964,0,10.0,18,26,N,1,65.0,F,H,36141.0,8,8,10,30,25
1965,1,10.0,16,33,A,1,67.0,F,U,53142.0,7,8,20,46,42
1966,1,10.0,19,75,A,1,81.0,M,U,53142.0,5,13,21,54,77
1967,1,5.0,16,51,S,1,62.0,M,U,53142.0,16,21,21,49,55
1968,0,15.0,19,127,A,1,73.0,F,U,42251.0,4,18,17,44,92
1969,0,15.0,20,111,A,1,41.0,F,H,42251.0,6,28,15,42,94
1970,0,15.0,16,129,A,1,46.0,M,U,38728.0,4,34,15,44,106
1971,1,15.0,17,88,S,1,70.0,M,U,37412.0,4,23,21,49,90
1972,0,10.0,19,77,A,0,54.0,F,H,38962.0,4,16,19,52,89
1973,1,10.0,18,93,A,1,36.0,F,H,49375.0,2,22,19,40,95
1974,0,16.0,24,44,A,1,35.0,M,H,29089.0,4,8,16,31,33
1975,0,16.0,19,65,S,1,51.0,F,H,38796.0,11,23,18,48,73
1976,0,16.0,15,56,S,1,67.0,M,H,38796.0,20,33,19,49,68
1977,1,16.0,15,32,A,0,74.0,M,H,38796.0,3,4,18,39,36
1978,1,50.0,21,105,A,1,80.0,M,U,38796.0,8,17,19,49,90
1979,1,10.0,19,31,A,0,75.0,F,H,42920.0,6,6,18,40,37
1980,0,20.0,23,69,A,1,49.0,M,U,39914.0,8,28,19,52,83
1981,1,20.0,20,98,A,0,49.0,M,U,31950.0,2,9,16,35,73
1982,0,15.0,17,86,S,1,60.0,M,U,31950.0,8,29,20,52,97
1983,1,15.0,15,76,A,0,79.0,M,H,31950.0,3,6,18,39,53
1984,1,14.0,17,129,A,1,62.0,M,U,33047.0,3,52,9,25,94
1985,0,20.0,18,29,A,1,69.0,M,U,33920.0,8,10,18,36,33
1986,0,20.0,20,128,S,1,69.0,F,U,47500.0,4,41,19,50,114
1987,1,20.0,25,127,A,1,70.0,F,U,41861.0,2,29,16,36,105
1988,0,10.0,17,126,A,1,80.0,M,U,44605.0,5,22,19,41,91
1989,1,10.0,15,17,N,1,83.0,F,U,44605.0,2,3,15,22,19
1990,1,6.0,17,103,S,1,75.0,M,H,39954.0,5,33,19,36,80
1991,0,10.0,16,88,A,0,67.0,F,U,37109.0,4,15,21,51,88
1992,0,10.0,17,41,S,1,65.0,F,H,49219.0,11,14,18,47,48
1993,0,10.0,18,33,S,1,79.0,F,U,49219.0,7,9,18,41,39
1994,0,10.0,15,127,L,1,69.0,M,U,38742.0,3,25,17,46,107
1995,1,10.0,17,17,F,0,69.0,F,U,38742.0,2,2,14,21,18
1996,0,10.0,16,20,N,0,69.0,F,U,22065.0,2,3,17,23,23
1997,0,10.0,17,17,F,0,69.0,F,H,23157.0,2,2,14,21,18
1998,1,10.0,18,88,A,0,64.0,M,H,22716.0,2,8,20,32,65
1999,0,5.0,15,123,A,1,35.0,M,H,48556.0,3,19,15,33,90
2000,1,5.0,18,126,A,1,84.0,M,H,29982.0,1,25,18,31,112
2001,1,10.0,18,81,A,1,47.0,M,H,29982.0,3,18,19,41,87
2002,0,10.0,22,35,A,0,29.0,M,U,62244.0,4,4,14,36,34
2003,0,10.0,21,76,S,1,73.0,M,H,64504.0,10,25,19,49,86
2004,0,10.0,18,45,A,0,32.0,F,U,64504.0,2,6,19,39,52
2005,1,10.0,18,126,S,1,32.0,F,U,62000.0,8,28,20,52,103
2006,1,10.0,16,80,A,0,32.0,F,U,62000.0,3,8,17,32,61
2007,0,15.0,16,57,A,1,32.0,M,U,92295.0,12,29,33,64,112
2008,0,15.0,18,101,A,1,46.0,F,H,105303.0,3,19,19,48,88
2009,1,15.0,16,16,F,0,22.0,M,H,105303.0,2,2,14,21,18
2010,1,10.0,19,104,A,0,46.0,F,U,105303.0,1,8,14,26,74
2011,0,15.0,18,104,A,1,44.0,M,H,82313.0,5,15,19,38,88
2012,0,15.0,8,53,F,1,35.0,M,H,82313.0,6,13,31,60,81
2013,0,15.0,17,17,F,0,38.0,F,H,82313.0,2,2,16,22,19
2014,0,15.0,16,77,S,1,41.0,F,H,82313.0,4,14,20,44,75
2015,0,15.0,20,20,F,0,76.0,F,H,47836.0,1,1,16,22,22
2016,0,15.0,27,93,A,1,55.0,F,H,53015.0,1,15,14,34,82
2017,0,15.0,17,68,A,1,69.0,F,U,53015.0,10,23,20,51,80
2018,0,15.0,16,93,A,1,66.0,F,U,53015.0,1,25,18,36,90
2019,0,15.0,27,111,A,0,66.0,F,U,53015.0,0,15,9,9,70
2020,1,15.0,17,29,A,1,66.0,M,U,53015.0,7,7,19,36,36
2021,1,8.0,21,57,A,0,66.0,F,H,65435.0,8,13,10,37,53
2022,0,9.0,22,128,S,1,69.0,F,H,52688.0,10,62,17,50,119
2023,0,9.0,19,128,S,1,69.0,M,H,62592.0,8,22,22,52,117
2024,1,9.0,16,44,A,0,36.0,M,H,42359.0,5,7,18,44,48
2025,0,3.0,19,32,A,0,73.0,M,U,73684.0,4,4,19,41,37
2026,0,3.0,27,104,A,1,73.0,F,H,55043.0,1,10,13,33,83
2027,0,3.0,15,16,F,0,47.0,F,U,55043.0,3,3,16,23,19
2028,1,3.0,19,129,S,1,77.0,M,H,45642.0,7,55,8,25,90
2029,0,15.0,18,125,A,1,64.0,M,U,44830.0,3,27,15,36,82
2030,1,15.0,18,102,A,0,71.0,M,U,44830.0,1,15,14,29,79
2031,0,15.0,16,91,A,0,71.0,M,H,61366.0,4,13,20,44,78
2032,1,15.0,18,32,A,0,74.0,F,U,61366.0,3,3,14,32,29
2033,1,4.0,17,45,A,1,58.0,F,H,66481.0,10,16,18,50,54
2034,0,4.0,26,124,A,1,43.0,M,U,65147.0,1,26,13,25,88
2035,0,4.0,21,104,A,1,85.0,F,H,65147.0,3,32,19,49,97
2036,0,4.0,17,114,A,1,85.0,F,U,46960.0,2,17,8,25,63
2037,0,4.0,26,98,A,0,78.0,F,H,46960.0,1,12,15,36,83
2038,0,4.0,16,16,F,0,78.0,F,U,46960.0,2,2,14,20,17
2039,0,4.0,18,18,F,0,78.0,F,H,52067.0,1,1,14,19,17
2040,0,4.0,17,24,N,1,31.0,M,H,52067.0,5,5,20,36,33
2041,1,4.0,15,129,S,1,43.0,F,U,52067.0,17,52,20,51,114
2042,1,16.0,16,53,A,1,43.0,F,U,52067.0,7,12,20,49,55
2043,0,5.0,26,125,A,1,70.0,M,H,75533.0,0,27,16,16,104
2044,1,5.0,24,123,S,1,57.0,F,U,46771.0,7,29,17,42,95
2045,0,8.0,18,103,S,1,65.0,M,H,50263.0,13,20,20,51,73
2046,0,8.0,18,40,S,1,48.0,M,U,50263.0,13,18,18,50,53
2047,0,8.0,19,68,S,1,48.0,M,H,32793.0,7,23,20,48,81
2048,0,8.0,18,114,S,1,84.0,M,U,35122.0,6,20,17,42,87
2049,0,8.0,15,76,S,1,67.0,F,H,35122.0,6,31,20,53,85
2050,0,8.0,9,78,S,1,73.0,F,U,35122.0,18,44,34,63,100
2051,0,8.0,19,119,S,1,87.0,F,H,36291.0,6,30,19,50,103
2052,0,8.0,17,128,S,1,27.0,F,U,36291.0,18,89,17,49,134
2053,1,8.0,15,75,S,1,67.0,F,H,56604.0,8,16,17,42,73
2054,1,20.0,16,16,F,0,73.0,M,U,46893.0,2,2,15,22,18
2055,1,25.0,22,65,A,0,56.0,M,H,46893.0,9,20,16,42,65
2056,0,25.0,20,41,A,1,59.0,M,U,46893.0,10,14,19,50,53
2057,0,25.0,17,17,F,0,59.0,F,H,46893.0,2,2,14,21,18
2058,0,25.0,18,21,N,0,74.0,M,U,71148.0,2,4,18,30,25
2059,0,25.0,16,119,S,1,79.0,F,U,71148.0,4,24,10,29,80
2060,0,25.0,21,32,A,0,59.0,M,H,47663.0,3,3,14,34,34
2061,0,25.0,26,26,N,0,58.0,M,U,47663.0,2,2,10,26,22
2062,1,25.0,18,28,A,0,42.0,F,U,47663.0,3,3,14,31,28
2063,1,15.0,16,113,S,1,59.0,M,H,42546.0,4,15,19,50,94
2064,1,5.0,15,130,S,1,59.0,F,U,42546.0,7,31,11,28,59
2065,1,10.0,15,116,S,1,53.0,M,H,45840.0,7,36,18,50,102
2066,0,13.0,16,16,F,0,29.0,M,H,45840.0,2,2,17,24,20
2067,0,13.0,16,116,A,0,80.0,F,U,47879.0,3,16,18,45,89
2068,1,13.0,22,85,S,1,67.0,F,H,47879.0,14,37,18,48,88
2069,0,17.0,16,75,S,1,66.0,M,H,63697.0,5,12,18,30,53
2070,1,17.0,18,41,A,0,81.0,F,H,63697.0,2,4,16,32,38
2071,1,12.0,26,125,A,1,69.0,F,H,51568.0,5,33,13,42,104
2072,0,60.0,17,113,S,1,55.0,M,H,51568.0,5,26,19,45,98
2073,0,60.0,15,113,A,1,48.0,M,U,60349.0,5,30,12,38,91
2074,0,60.0,19,44,A,0,48.0,M,H,60349.0,7,14,19,52,60
2075,0,60.0,19,104,S,1,48.0,F,H,61541.0,3,22,17,41,86
2076,0,60.0,22,29,A,0,45.0,F,U,61541.0,4,4,14,34,32
2077,1,60.0,19,113,A,1,45.0,F,H,64942.0,1,20,19,32,92
2078,0,6.0,15,100,A,0,66.0,F,H,68517.0,4,9,21,51,92
2079,0,6.0,18,93,A,1,52.0,M,H,68517.0,1,8,19,36,74
2080,1,6.0,16,57,A,1,52.0,M,H,40444.0,11,15,19,41,58
2081,0,5.0,18,126,A,1,79.0,F,H,71503.0,1,22,17,34,97
2082,0,5.0,18,41,A,0,57.0,F,U,71503.0,2,4,16,35,45
2083,0,5.0,18,104,A,0,57.0,F,H,79633.0,2,7,19,38,82
2084,0,5.0,18,80,A,0,57.0,F,U,79633.0,4,11,19,52,82
2085,0,5.0,26,43,A,0,67.0,F,H,79633.0,3,4,15,44,47
2086,0,5.0,18,114,A,0,76.0,F,H,59896.0,1,12,21,43,96
2087,0,5.0,17,44,A,0,78.0,F,U,59896.0,7,11,18,46,52
2088,0,5.0,15,107,E,1,30.0,M,U,59896.0,8,31,6,18,60
2089,1,5.0,19,86,A,0,40.0,F,H,90213.0,3,12,19,48,79
2090,1,25.0,21,112,A,1,48.0,F,U,90213.0,4,17,19,47,97
2091,1,5.0,15,53,S,1,48.0,M,H,64940.0,15,25,19,50,60
2092,1,10.0,7,121,A,1,48.0,F,U,64940.0,10,33,27,58,110
2093,0,5.0,18,105,A,0,48.0,F,U,64940.0,4,11,19,50,81
2094,0,5.0,18,78,S,1,61.0,M,U,64940.0,1,14,15,36,76
2095,1,5.0,19,40,S,1,48.0,F,U,64940.0,8,11,18,47,46
2096,0,10.0,21,93,A,1,50.0,M,U,56679.0,8,28,19,51,92
2097,1,10.0,16,105,S,1,50.0,F,H,74255.0,15,25,20,47,72
2098,1,5.0,18,93,S,1,65.0,F,U,74255.0,13,42,10,36,79
2099,1,15.0,16,45,A,0,65.0,F,H,59106.0,7,9,21,42,47
2100,0,13.0,18,88,S,1,65.0,F,U,45936.0,6,29,19,52,91
2101,1,13.0,6,100,A,0,79.0,M,U,45936.0,1,12,22,35,78
2102,0,20.0,26,74,A,0,43.0,M,U,45936.0,1,6,13,26,57
2103,0,20.0,20,33,A,1,55.0,F,H,43796.0,5,5,18,40,36
2104,0,20.0,19,129,S,1,27.0,F,U,59274.0,4,25,15,44,90
2105,0,20.0,17,102,A,1,27.0,M,U,52559.0,5,16,19,42,83
2106,0,20.0,21,21,F,0,27.0,M,H,52559.0,2,2,11,21,18
2107,0,20.0,19,65,A,0,83.0,M,U,52559.0,2,9,21,42,77
2108,0,20.0,15,63,A,0,42.0,M,U,52305.0,5,14,19,49,70
2109,1,20.0,16,16,F,0,60.0,F,U,52305.0,2,2,18,25,21
2110,1,7.0,16,33,A,1,60.0,M,H,45576.0,7,7,20,43,39
2111,1,7.0,4,69,S,1,79.0,M,U,45576.0,9,23,10,28,49
2112,0,20.0,16,16,F,0,79.0,M,U,45576.0,2,2,17,24,20
2113,1,20.0,18,63,A,0,79.0,F,H,55011.0,2,7,14,30,54
2114,1,10.0,15,126,S,1,78.0,F,U,55011.0,4,27,10,28,64
2115,1,5.0,21,36,S,1,52.0,F,U,55011.0,15,17,18,46,44
2116,1,10.0,21,124,A,1,52.0,F,H,71115.0,2,36,15,36,103
2117,0,10.0,24,57,A,0,57.0,M,H,71115.0,4,8,17,50,60
2118,1,10.0,19,67,S,1,61.0,M,H,71115.0,7,26,19,49,78
2119,0,12.0,23,113,A,1,79.0,M,U,64451.0,6,25,16,45,99
2120,1,12.0,15,69,A,1,49.0,M,U,64451.0,8,18,19,51,78
2121,0,5.0,18,33,A,0,61.0,M,H,64451.0,4,4,19,47,43
2122,0,5.0,25,64,A,0,45.0,M,H,66579.0,1,7,17,37,70
2123,0,5.0,26,57,A,0,66.0,M,U,53576.0,3,7,15,36,62
2124,1,5.0,19,75,S,1,40.0,M,H,46639.0,8,24,18,47,77
2125,0,15.0,26,66,A,0,72.0,F,U,45142.0,1,4,13,27,53
2126,0,15.0,15,124,S,1,81.0,F,H,31019.0,7,23,17,42,89
2127,0,15.0,15,40,A,1,55.0,F,H,31019.0,8,12,17,46,48
2128,1,15.0,15,80,A,0,51.0,M,H,41225.0,2,6,17,28,52
2129,1,7.0,24,122,S,1,76.0,M,H,51305.0,10,45,19,49,108
2130,0,21.0,16,45,A,1,58.0,M,H,51305.0,6,9,20,45,50
2131,1,21.0,21,33,A,0,47.0,M,H,51305.0,4,4,15,38,37
2132,0,25.0,24,41,A,0,41.0,F,H,56098.0,3,6,17,44,45
2133,0,25.0,19,44,A,0,52.0,M,U,56098.0,2,4,19,36,46
2134,1,25.0,18,33,A,0,52.0,M,U,56098.0,3,3,14,35,32
2135,0,10.0,19,72,A,0,52.0,M,H,51806.0,1,6,14,27,56
2136,1,10.0,18,81,A,1,67.0,F,H,50956.0,2,12,17,34,75
2137,0,7.0,4,122,A,1,64.0,M,U,50956.0,3,27,25,54,106
2138,0,7.0,18,129,S,1,48.0,F,H,83231.0,7,48,11,32,94
2139,0,7.0,19,44,A,1,48.0,M,H,83231.0,4,10,19,52,58
2140,0,7.0,15,15,E,0,59.0,F,U,83231.0,1,1,9,11,12
2141,0,7.0,18,24,N,0,59.0,F,U,83231.0,5,5,19,35,31
2142,0,7.0,15,15,E,0,59.0,M,H,56335.0,1,1,11,13,14
2143,0,7.0,16,16,F,0,67.0,M,H,56335.0,2,2,15,22,18
2144,0,7.0,8,125,A,0,78.0,M,H,47070.0,3,18,22,53,102
2145,1,7.0,21,41,A,0,52.0,F,U,44742.0,4,6,18,42,41
2146,1,5.0,4,126,A,1,33.0,F,H,55667.0,5,18,35,55,104
2147,0,10.0,18,69,A,0,33.0,M,U,54741.0,4,10,20,41,72
2148,1,10.0,16,120,S,1,33.0,M,U,54741.0,10,37,20,52,107
2149,1,20.0,18,28,A,0,33.0,M,H,53504.0,2,2,14,27,30
2150,1,5.0,18,85,A,0,47.0,F,U,53504.0,7,14,17,44,58
2151,1,100.0,21,93,A,1,47.0,F,U,45767.0,4,20,35,67,117
2152,1,5.0,18,117,S,1,48.0,F,U,45767.0,10,24,19,45,78
2153,1,25.0,20,20,F,0,48.0,M,H,49791.0,1,1,14,20,20
2154,1,15.0,17,81,A,1,67.0,F,H,32481.0,4,13,30,59,105
2155,0,20.0,16,23,N,0,82.0,F,U,32481.0,4,5,17,26,23
2156,0,20.0,10,99,A,1,82.0,M,U,32481.0,0,21,32,32,110
2157,0,20.0,26,56,A,0,48.0,M,H,41003.0,1,5,14,34,61
2158,0,20.0,21,68,A,1,72.0,M,H,42903.0,2,8,16,34,66
2159,1,20.0,19,29,A,0,32.0,M,H,62349.0,3,3,14,33,31
2160,0,25.0,22,33,A,0,32.0,M,H,55485.0,4,4,18,44,41
2161,1,25.0,25,52,S,1,45.0,F,U,55485.0,7,18,19,51,64
2162,0,18.0,24,24,N,0,45.0,F,H,51293.0,2,2,11,25,22
2163,0,18.0,17,21,N,0,51.0,F,U,51293.0,2,3,19,31,27
2164,1,18.0,26,45,A,0,51.0,F,H,48175.0,0,7,17,17,55
2165,1,7.0,17,113,S,1,51.0,M,U,49195.0,5,26,17,38,90
